Complexity|MSE|Equation
124|1.1623007e-5|mult(plus(plus(sinh(cube(sinh(tanh(cube(cube(plus(mult(asinh(plus(plus(sinh(sign(g3)), sign(plus(plus(g1, g1), mean_g))), -0.17392215)), 0.6576714), t))))))), sinh(plus(square(plus(sinh(greater(tanh(plus(plus(mult(plus(mult(g1, 1.9563664), t), 0.30448014), mult(g0, 0.46614158)), g3)), greater(mult(plus(plus(t, mean_g2), mult(mean_g2, 2.2584445)), 2.2045941), mean_g))), plus(mean_g, sqrtm(t)))), sinh(pow(sinh(sinh(sinh(plus(pow(tanh(tanh(tanh(tanh(tanh(tanh(tanh(tanh(plus(g2, mult(g4, 0.8096401)))))))))), plus(sqrtm(mult(t, sqrtm(mult(g4, -0.023424264)))), mult(sqrtm(plus(mult(t, plus(mult(abs(sinh(g1)), 1.3357798), -0.365509)), mean_g2)), exp(plus(sqrtm(pow(g2, 0.6446337)), 0.7462485))))), -0.004860958)))), 1.2330077))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 448.17053))))), cube(erfc(t))))), -0.0014442725)
125|1.16225565e-5|mult(plus(plus(sinh(cube(sinh(tanh(cube(cube(plus(mult(asinh(plus(plus(sinh(sign(g3)), sign(plus(plus(g1, g1), mean_g))), -0.17392215)), 0.6576714), t))))))), sinh(plus(square(plus(sinh(greater(tanh(plus(plus(mult(plus(mult(g1, 1.9563664), t), 0.30448014), mult(g0, 0.46614158)), g3)), greater(mult(plus(plus(t, mean_g2), mult(mean_g2, 2.2584445)), 2.2045941), mean_g))), plus(mean_g, sqrtm(t)))), sinh(pow(sinh(sinh(sinh(plus(pow(tanh(tanh(tanh(tanh(tanh(tanh(tanh(tanh(plus(tanh(g2), mult(g4, 0.8096401)))))))))), plus(sqrtm(mult(t, sqrtm(mult(g4, 0.023347417)))), mult(sqrtm(plus(mult(t, plus(mult(abs(sinh(g1)), 1.3357798), -0.365509)), mean_g2)), exp(plus(sqrtm(pow(g2, 0.6446337)), 0.7462485))))), -0.004860958)))), 1.2330077))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 448.17053))))), cube(erfc(t))))), -0.0014442725)
126|1.1277576e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), sign(relu(g2)))), 0.6858165))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(g1, sinh(greater(plus(mean_g, mean_g2), g0)))), plus(mult(plus(t, mean_g2), 2.044436), mean_g2)), g1))), 0.28699616), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 1.9202498), tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 3.8018374), mean_g2)), tanh(tanh(plus(mult(plus(g2, g4), 5.89249), g1)))))))))), plus(sinh(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5725465)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.009347755))), greater(mult(plus(greater(mean_g2, t), mean_g2), 7.1438966), 0.019832876))))), sqrtm(mult(t, 0.73416823))))), -0.025109824))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 437.96674))))), cube(erfc(t))))), -0.0013971975)
127|1.1276133e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), sign(relu(g2)))), 0.6858165))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(g1, sinh(greater(plus(mean_g, mean_g2), g0)))), plus(mult(plus(t, mean_g2), 2.044436), mean_g2)), g1))), 0.28699616), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 1.9202498), tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 3.8018374), mean_g2)), tanh(tanh(plus(mult(plus(g2, g4), 5.89249), g1)))))))))), plus(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5725465)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.009248606))), greater(mult(plus(greater(mean_g2, t), mean_g2), 7.1438966), 0.019832876)))), sqrtm(mult(t, 0.73416823))))), -0.025109824))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 437.96674)), 0.81863266)))), cube(erfc(t))))), -0.0013971975)
128|1.1271981e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), sign(relu(g2)))), 0.6858165))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(g1, sinh(greater(plus(mean_g, mean_g2), g0)))), plus(mult(plus(t, mean_g2), 2.044436), mean_g2)), g1))), 0.28699616), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 1.9202498), tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 3.8018374), mean_g2)), tanh(tanh(plus(mult(plus(g2, g4), 5.89249), g1)))))))))), plus(sinh(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5725465)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.009248606))), greater(mult(plus(greater(mean_g2, t), mean_g2), 7.1438966), 0.019832876))))), sqrtm(mult(t, 0.73416823))))), -0.025109824))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 437.96674)), 0.81863266)))), cube(erfc(t))))), -0.0013971975)
129|1.1271889e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), sign(relu(g2)))), 0.6858165))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(asinh(g1), sinh(greater(plus(mean_g, mean_g2), g0)))), plus(mult(plus(t, mean_g2), 2.044436), mean_g2)), g1))), 0.28699616), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 1.9202498), tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 3.8018374), mean_g2)), tanh(tanh(plus(mult(plus(g2, g4), 5.89249), g1)))))))))), plus(sinh(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5725465)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.009347755))), greater(mult(plus(greater(mean_g2, t), mean_g2), 7.1438966), 0.019832876))))), sqrtm(mult(t, 0.73416823))))), -0.025109824))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 437.96674)), 0.81863266)))), cube(erfc(t))))), -0.0013971975)
130|1.12679445e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), sign(relu(g2)))), 0.6858165))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(g1, sinh(greater(plus(mean_g, mean_g2), g0)))), plus(mult(plus(t, mean_g2), 2.044436), mean_g2)), g1))), 0.28699616), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 1.9202498), tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 3.8018374), mean_g2)), tanh(tanh(plus(mult(plus(g2, g4), 5.89249), g1)))))))))), plus(sinh(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(plus(g3, 1.5725465), g0)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.009248606))), greater(mult(plus(greater(mean_g2, t), mean_g2), 7.1438966), 0.019832876))))), sqrtm(mult(t, 0.73416823))))), -0.025109824))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 437.96674)), 0.81863266)))), cube(erfc(t))))), -0.0013971975)
135|1.10212595e-5|mult(plus(plus(cube(tanh(mult(asinh(asinh(sign(g3))), 0.6858165))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(greater(plus(mean_g, mean_g2), g0)))), plus(mult(t, 2.044436), mean_g2)), g1))), 0.28699616), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 1.9202498), tanh(tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 3.8018374), plus(mean_g2, greater(mean_g2, t)))), plus(tanh(tanh(plus(mult(plus(g2, g4), 5.89249), g1))), mean_g2))))))))), plus(sinh(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5725465)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0018880601))), greater(mult(plus(greater(mult(mean_g2, sqrtm(0.7145786)), t), mean_g2), 7.4519424), 0.019832876))))), sqrtm(mult(t, 0.72163326))))), -0.020572066))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 498.40714)), 0.8009288)))), cube(erfc(t))))), -0.0013749042)
137|1.0979148e-5|mult(plus(plus(cube(tanh(mult(asinh(asinh(plus(sign(g3), sign(relu(g4))))), 0.8331857))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(greater(plus(mean_g, mean_g2), g0)))), plus(mult(t, 2.044436), mean_g2)), g1))), 0.27184403), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 2.0783858), tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 4.060917), plus(mean_g2, greater(mean_g2, t)))), tanh(plus(mult(plus(g2, g4), 6.045903), g1))))))))), plus(mult(sinh(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, plus(1.5725465, relu(g0)))), mean_g), plus(sqrtm(sqrtm(g0)), -0.0018880601))), greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(7.4519424, g2)), 0.019832876))))), 1.3976712), sqrtm(mult(t, 0.76114416))))), -0.018502392))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 499.72003))))), cube(erfc(t))))), -0.0013537774)
138|1.0959246e-5|mult(plus(plus(cube(tanh(mult(asinh(asinh(plus(sign(g3), sign(relu(g4))))), 0.8331857))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(greater(plus(mean_g, mean_g2), g0)))), plus(mult(t, 2.044436), mean_g2)), g1))), 0.27184403), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 2.0783858), tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 4.060917), plus(mean_g2, greater(mean_g2, t)))), tanh(plus(mult(plus(g2, g4), 6.045903), g1))))))))), plus(mult(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, plus(1.5725465, relu(g0)))), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0018880601))), greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(7.4519424, g2)), 0.019832876)))), 1.3976712), sqrtm(mult(t, 0.76114416))))), -0.018502392))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 499.72003))))), cube(erfc(t))))), -0.0013537774)
139|1.0956035e-5|mult(plus(plus(cube(tanh(mult(asinh(asinh(plus(sign(g3), sign(relu(g4))))), 0.8331857))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(greater(plus(mean_g, mean_g2), g0)))), plus(mult(t, 2.044436), mean_g2)), g1))), 0.27184403), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 2.0783858), tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 4.060917), plus(mean_g2, greater(mean_g2, t)))), tanh(plus(mult(plus(g2, g4), 6.045903), g1))))))))), plus(mult(sinh(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, plus(1.5725465, relu(g0)))), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0018880601))), greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(7.4519424, g2)), 0.019832876))))), 1.3976712), sqrtm(mult(t, -0.761412))))), -0.018502392))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 499.72003))))), cube(erfc(t))))), -0.0013537774)
140|1.0936879e-5|mult(plus(plus(cube(tanh(mult(asinh(asinh(plus(sign(g3), sign(relu(g4))))), 0.8331857))), sinh(plus(pow(tanh(tanh(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(greater(plus(relu(g4), mean_g2), g0)))), plus(mult(t, 2.044436), mean_g2)), g1))), 0.27184403), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(mult(plus(g2, g0), 2.0783858), tanh(tanh(tanh(plus(plus(g4, plus(mult(g3, 4.060917), plus(mean_g2, greater(mean_g2, t)))), tanh(plus(mult(plus(g2, g4), 6.045903), g1))))))))), plus(mult(sinh(sinh(sinh(plus(sqrtm(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, plus(1.5725465, relu(g0)))), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0018880601))), greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(7.4519424, g2)), 0.019832876))))), 1.3976712), sqrtm(mult(t, -0.72497165))))), -0.018502392))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 499.72003))))), cube(erfc(t))))), -0.0013537774)
152|1.0424431e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), relu(sign(g4)))), 0.7349036))), sinh(plus(asinh(pow(tanh(plus(greater(plus(mean_g, mult(plus(g1, g2), plus(sinh(sinh(greater(plus(mean_g, mean_g2), g0))), -0.25452444))), plus(mult(t, 1.9514723), mean_g2)), g1)), 0.35887036)), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(plus(plus(mult(plus(g2, g0), 1.8878663), tanh(tanh(tanh(plus(plus(mult(g3, 3.7842107), cube(square(cube(cube(plus(g0, greater(mean_g2, mult(t, 0.6764639)))))))), plus(plus(mult(plus(g2, g4), 5.89249), g1), plus(g1, g2))))))), g1), g0))), plus(sinh(sinh(sinh(plus(sqrtm(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0018880601)), greater(mean_g, g3))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), 7.4519424), 0.019832876)))))), sqrtm(mult(t, -0.64270574))))), -0.019949703))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 499.72003)), 0.79219425)))), cube(erfc(t))))), -0.0013749042)
153|1.0417008e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), relu(sign(g4)))), 0.7349036))), sinh(plus(asinh(pow(tanh(plus(greater(plus(mean_g, mult(plus(g1, g2), plus(sinh(sinh(greater(plus(mean_g, mean_g2), g0))), -0.25452444))), plus(mult(t, 2.0977924), mean_g2)), g1)), 0.35887036)), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(plus(plus(mult(plus(g2, g0), 1.8878663), tanh(tanh(tanh(tanh(plus(plus(mult(g3, 3.8018374), cube(square(cube(cube(plus(g0, greater(mean_g2, mult(t, 0.6764639)))))))), plus(plus(mult(plus(g2, g4), 5.89249), g1), plus(g1, g2)))))))), g1), g0))), plus(sinh(sinh(sinh(plus(sqrtm(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0018880601)), greater(mean_g, g3))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), 7.4519424), 0.019832876)))))), sqrtm(mult(t, 0.635545))))), -0.019949703))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 499.72003)), 0.79219425)))), cube(erfc(t))))), -0.0013749042)
154|1.0416711e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), relu(sign(g4)))), 0.7349036))), sinh(plus(asinh(pow(tanh(plus(greater(plus(mean_g, mult(plus(g1, g2), plus(sinh(sinh(greater(plus(mean_g, mean_g2), g0))), -0.25452444))), plus(mult(t, 2.0977924), mean_g2)), g1)), 0.35887036)), sinh(sinh(sinh(plus(sinh(pow(tanh(tanh(plus(plus(plus(mult(plus(g2, g0), 1.8878663), tanh(tanh(tanh(tanh(plus(plus(mult(g3, 3.8018374), cube(square(cube(cube(plus(g0, greater(mean_g2, mult(t, 0.6764639)))))))), plus(plus(sinh(mult(plus(g2, g4), 5.89249)), g1), plus(g1, g2)))))))), g1), g0))), plus(sinh(sinh(sinh(plus(sqrtm(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0018880601)), greater(mean_g, g3))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), 7.4519424), 0.019832876)))))), sqrtm(mult(t, 0.635545))))), -0.019949703))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 499.72003)), 0.79219425)))), cube(erfc(t))))), -0.0013749042)
161|1.0315223e-5|mult(plus(plus(cube(tanh(asinh(mult(asinh(plus(sign(g3), relu(sign(g4)))), 0.7349036)))), sinh(plus(asinh(pow(plus(greater(plus(mean_g, mult(plus(g1, g2), plus(asinh(cube(sinh(greater(plus(mean_g, mean_g2), g0)))), -0.19707616))), plus(mult(t, 2.8272548), mean_g2)), g1), 0.40039513)), sinh(sinh(sinh(plus(sinh(plus(pow(tanh(tanh(plus(plus(plus(mult(plus(g2, g0), 2.0174718), tanh(plus(plus(mult(g3, 3.8018374), square(mult(cube(square(cube(plus(greater(mean_g2, mult(t, 0.6764639)), g1)))), -0.7631533))), plus(tanh(tanh(tanh(tanh(plus(mult(plus(g2, g4), 6.1800537), plus(g1, g1)))))), g2)))), g1), g0))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0014092077)), greater(mult(mean_g, 0.2379715), square(g3))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), 7.4519424), 0.019721707)))))), sqrtm(mult(t, -0.71727514)))), t)), -0.028892025))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 499.72003))))), cube(erfc(t))))), -0.0013705698)
162|1.031185e-5|mult(plus(plus(cube(tanh(asinh(mult(asinh(plus(sign(g3), relu(sign(g4)))), 0.7349036)))), sinh(plus(asinh(pow(plus(greater(plus(mean_g, mult(plus(g1, g2), plus(asinh(cube(sinh(greater(plus(mean_g, mean_g2), g0)))), -0.19707616))), plus(mult(t, 2.8272548), mean_g2)), g1), 0.40039513)), sinh(sinh(sinh(plus(sinh(plus(pow(tanh(tanh(plus(plus(plus(mult(plus(g2, g0), 2.0174718), tanh(plus(plus(mult(g3, 3.8018374), square(mult(cube(square(cube(plus(greater(mean_g2, mult(t, 0.6764639)), g1)))), -0.7631533))), plus(tanh(tanh(tanh(tanh(plus(mult(plus(g2, g4), 6.1800537), plus(g1, g1)))))), g2)))), g1), g0))), plus(sinh(sinh(sinh(plus(sqrtm(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0014092077)), greater(mult(mean_g, 0.2379715), square(g3)))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), 7.4519424), 0.019721707)))))), sqrtm(mult(t, 0.7101481)))), t)), -0.028892025))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 499.72003)), 0.79219425)))), cube(erfc(t))))), -0.0013705698)
163|1.0293637e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), relu(sign(g4)))), 0.6490537))), sinh(plus(asinh(pow(plus(greater(plus(mean_g, mult(plus(g1, g2), plus(square(sinh(greater(plus(mean_g, mean_g2), g0))), -0.18926257))), plus(mult(t, 2.0977924), mean_g2)), g1), 0.4461451)), sinh(sinh(sinh(plus(sinh(pow(sinh(tanh(tanh(plus(plus(plus(mult(plus(g2, g0), 2.2052946), asinh(asinh(asinh(plus(plus(mult(g3, 4.2471013), cube(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6764639))))), greater(t, g3))))), plus(tanh(tanh(tanh(plus(mult(plus(g2, g4), 7.347529), mult(g1, 2.0303))))), plus(g1, g2))))))), g1), g0)))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5954019)), mean_g), plus(sqrtm(sqrtm(g0)), t)), greater(mean_g, pow(square(g2), 0.7281409))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), 7.4519424), 0.019832876)))))), sqrtm(mult(t, -0.89716566))))), -0.023121146))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 499.72003)), 0.7856954)))), cube(erfc(t))))), -0.0013749042)
164|1.028799e-5|mult(plus(plus(cube(tanh(mult(asinh(plus(sign(g3), relu(sign(g4)))), 0.6490537))), sinh(plus(asinh(pow(plus(greater(plus(mean_g, mult(plus(g1, g2), plus(square(sinh(greater(plus(mean_g, mean_g2), g0))), -0.18926257))), plus(mult(t, 2.0977924), mean_g2)), g1), 0.4461451)), sinh(sinh(sinh(plus(sinh(pow(sinh(tanh(tanh(plus(plus(plus(mult(plus(g2, g0), 2.2052946), asinh(asinh(asinh(plus(plus(mult(g3, 4.2471013), cube(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6764639))))), greater(t, g3))))), plus(tanh(tanh(plus(mult(plus(g2, g4), 7.347529), mult(g1, 2.0303)))), plus(g1, g2))))))), g1), g0)))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(g3, 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0015271003)), greater(mean_g, pow(square(g2), 0.7281409))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), 7.4519424), 0.019832876)))))), sqrtm(mult(t, 0.94095045))))), -0.023121146))))))), sinh(mult(sinh(sinh(tanh(pow(asinh(mult(g0, 499.72003)), 0.7856954)))), cube(erfc(t))))), -0.0013749042)
165|9.856184e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.61145175))), sinh(plus(asinh(relu(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -14.421807)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), pow(g0, 0.63906044))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.7314184), asinh(asinh(plus(plus(tanh(mult(g3, 6.8627863)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6691555))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 11.655678), mult(g1, 7.1993623))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g), plus(sqrtm(sqrtm(g0)), t)), greater(mean_g, pow(square(g2), 0.6262864))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.034211375))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 499.72003))))), cube(erfc(t))))), -0.0013336934)
167|9.846976e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.61145175))), sinh(plus(asinh(relu(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -14.421807)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), pow(g0, 0.63906044))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.7314184), asinh(asinh(plus(plus(tanh(mult(g3, 6.8627863)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6691555))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 11.655678), mult(g1, 7.1993623))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0015046691)), greater(mean_g, pow(square(g2), 0.6262864))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.034211375))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 499.72003))))), cube(erfc(t))))), -0.0013336934)
